CardID,JP,KR
S-T-021-T1,自分の<アビドス>がある場合にプレイできる。自分の保健室から、<アビドス>最大1人を選んで手札に戻し、手札からコストが4の<アビドス>最大1人を出撃または神秘解放する。その後、自分の場の<アビドス>でEX-COMBOを満たすEXスキルカードを自分の保健室から1枚選び、手札に加える。自分の保健室から、《失ったもの、手放さなかったもの》最大1枚を選び、ブレイする。そのカードは、プレイしたあと、矯正局に置かれる。,"자신의 '아비도스'가 필드에 있어야만 이 카드를 낼 수 있다. 자신의 보건실에서 '아비도스'를 최대 1장까지 선택해 패로 가져온 뒤, 패에서 코스트가 4 이하인 '아비도스'를 최대 1명까지 출격시키거나 신비 해방한다. 그 후, 자신의 필드에 있는 '아비도스' 학생과 EX-COMBO 조건을 만족시키는 EX 스킬 카드를 보건실에서 최대 1장까지 선택해 패로 가져온다. 자신의 보건실에서 '잃은 것과 놓지 않은 것'을 1장 선택해 낼 수 있다. 그 카드는 발동된 뒤 교정국으로 보내진다."
S-T-023,幕間の夜に,
S-T-023-T1,"自分のカードが相手未満の場合にプレイできる。
自分の手札から、自分の生徒いずれかと同じ部活を含む生徒を最大1人選び、出撃させる。自分の保健室のカード4枚につき1回、以下の処理を行う。
・自分の保健室から生徒を最大1人選び、神秘解放させる。",
S-T-025,カンストガチ勢が仲間になりました！,만렙 고인물이 동료로 합류했습니다!
S-T-025-T1,自分のデッキから、それぞれカード名の異なる、異なる部活の生徒カード2枚とカード2枚を選ぶ。最初に選んだ生徒カード2枚を手札に加え、最後に選んだカード2枚を保健室に置く。その後、自分の保健室から『天童アリス』最大1枚を選び、神秘解放させる。このターンのエンドフェイズまで、自分のカードが効果によって与えるダメージを1増やす。,"자신의 덱에서 각각 카드명이 다르고 동아리가 다른 학생 카드 2장과, 카드 2장을 선택한다. 먼저 선택한 2장을 패로 가져오고, 나중에 선택한 2장을 보건실로 보낸다. 그 후, 자신의 보건실에서 '텐도 아리스' 1장을 선택해 신비 해방한다. 이번 턴의 엔드 페이즈까지 자신이 주는 효과 대미지가 1 증가한다."
S-T-022,本船の導き手,배의 인도자
S-T-022-T1,自分のデッキから、カード名の異なるEXスキルカード最大2枚を選び、保健室に置く。このカードの効果で保健室に置いたカードのEX-COMBOを満たす、カード名の異なる生徒カード最大2枚を自分のデッキから選び、手札に加える。または、保健室にEXスキルカードが5種以上ある場合、保健室のEXスキルカードのEX-COMBOを満たす、カード名の異なる生徒カード最大2枚を自分のデッキから選び、手札に加える。その後、保健室のEXスキルカードが3種類以上ある場合、自分の場または保健室の<ミレニアム>でEX-COMBOを満たす、保健室のEXスキルカードの種類以下のコストを持つ、自分の保健室のEXスキルカードを最大1枚選び、プレイする。,"자신의 덱에서 서로 카드명이 다른 EX스킬 카드를 2장까지 선택해 보건실로 보내고, 그 카드와 EX-COMBO 조건을 만족시키는 서로 카드명이 다른 학생 카드를 덱에서 패로 가져온다. 또는 보건실에 EX스킬 카드가 5장 이상 있을 경우, 보건실의 EX스킬 카드와 EX-COMBO 조건을 만족시키는 서로 카드명이 다른 학생 카드를 덱에서 패로 가져온다.
그 후, 보건실에 EX스킬 카드가 3종류 이상 있을 경우, 자신의 필드 또는 보건실의 학생과 EX-COMBO 조건을 만족시키는 경우, 보건실에서 코스트가 X 이하인 EX스킬 카드 1장을 선택해 플레이한다. X는 자신의 보건실의 EX스킬 카드의 종류 갯수."
遮蔽物,遮蔽物,설치물
D-T-003,ペロロ人形,페로로 인형
D-T-004,アテナ3号,아테나 3호
D-T-004-T0,(このカードはルール上、<ミレニアム>、<ヴェリタス>所属として扱う。),"(이 카드는 '밀레니엄', '베리타스' 소속으로 취급한다.)"
D-T-004-T1,[永続]自分の『小鈎ハレ』全員が与える戦闘ダメージを1増やす。,[지속] 자신의 모든 '오마가리 하레'가 주는 전투 대미지에 +1을 한다.
D-T-004-T2,[永続]このカードと同じエリアの自分の『小鈎ハレ』全員は、相手のカードの挑発を無視して攻撃できる。,[지속] 이 카드와 같은 에어리어에 있는 모든 '오마기리 하레'는 상대의 도발을 무시하고 공격할 수 있다.
D-T-005,スイーツ,디저트
D-T-005-T0,(このカードはルール上、<食べ物>所属として扱う。),(이 카드는 '음식물' 소속으로 취급한다.)
D-T-005-T1,[永続]このカードと同じエリアに生徒がある場合、このカードは効果ダメージを受けない。,"[지속] 이 카드와 같은 에어리어에 학생이 있다면, 이 카드는 효과 대미지를 받지 않는다."
D-T-005-T2,[自分のエンドフェイズ]このカードと同じエリアの自分の生徒最大1人を選び、その生徒と同じエリアの自分の生徒全員のHPをX回復する。生徒を選んだ場合、このカードのHPを1減らす。Xの値は、選んだ生徒と同じエリアの自分の生徒の人数とする。,"[자신의 엔드 페이즈] 자신의 학생을 최대 1명까지 선택할 수 있다. 그 학생과 같은 에어리어에 있는 자신의 모든 학생의 HP를 X 회복시킨다. 학생을 선택했다면, 이 카드의 HP를 1 줄인다. X는 선택한 학생과 같은 에어리어에 있는 자신의 학생의 숫자."
キーワード能力,キーワード能力,키워드 효과
K-001-Shot,挑発,도발
K-001-Full,挑発([永続]このカードと同じエリアの相手生徒は、元気で挑発を持つ同じエリアの相手のカードがいる場合、そのいずれかのカードしか攻撃できない。),"도발 ([지속] 학생은 같은 에어리어에 도발 능력을 가진 액티브 상태의 상대의 카드가 있을 경우, 도발 능력을 가진 카드만을 공격할 수 있다.)"
K-002-Shot,警戒,경계
K-002-Full,警戒([永続]このカードは自分のエンドフェイズに元気になる。),경계([지속] 이 카드는 자신의 엔드페이즈에 액티브 상태가 된다.)
K-003,[永続]相手の生徒は、出撃したターン中、制圧できない。(この生徒が場を離れると制圧できるようになる。),"[지속] 상대 학생들은 출격한 턴에 제압할 수 없다. (이 학생이 필드에서 벗어난다면, 제압할 수 있게 된다.)"
K-004,効果なし,효과 없음
K-005,[自動]相手の生徒が出撃したとき、このターン、その生徒は制圧できない。,"[자동] 상대의 학생이 출격했을 때, 이번 턴 동안 그 학생은 제압할 수 없다."
K-006-Shot,存在感,존재감
K-006-Full,存在感([永続]相手はカードの効果で存在感を持つカードを選べる場合、そのいずれかのカードを選ばなければならない。),"존재감([지속] 상대가 효과의 대상을 선택할 때, '존재감'을 가진 학생을 대상으로 선택할 수 있다면, 그 학생을 대상으로 선택해야만 한다.)"
付与能力,付与能力,
A-001,[永続]相手の生徒は制圧できない。,[지속] 상대 학생은 제압할 수 없다.
CardEND,CardEND,CardEND
